year,month,bx_gsm,by_gsm,bz_gsm,bt,intensity,declination,inclination,north,east,vertical,horizontal
2016,11,4.77,-6.26,-6.39,8.88,69723,164.109,33.653,222,-107,54290,403
2021,8,9.29,3.08,-9.05,4.54,54644,157.054,-85.011,-408,211,53293,161
2013,6,-5.37,-6.86,6.45,4.76,67966,-77.752,-8.816,-474,-43,58867,280
2017,7,3.42,1.18,-7.44,2.08,69220,-178.418,-19.216,-422,239,64898,382
2021,5,4.2,-1.56,-5.89,8.57,69072,-109.962,-67.305,-158,-31,65212,81
2019,4,-2.4,-9.46,-3.53,8.3,59253,-60.547,79.823,280,102,65462,258
2018,12,5.36,-7.87,-4.36,6.38,68862,-106.24,39.91,210,-145,63105,250
2023,1,8.92,3.22,-4.8,5.3,64078,-8.616,-67.096,432,265,58372,43
2018,11,4.99,4.62,4.15,2.9,56749,74.864,-2.257,83,-290,62621,142
2023,4,8.53,4.32,-4.04,7.05,66792,33.554,85.075,-16,-187,50655,277
2014,11,-1.55,-3.85,-4.57,1.64,61460,137.633,19.202,-83,-225,57855,495
2016,5,3.1,-0.94,-1.67,0.15,56259,-174.386,-81.997,375,38,56519,487
2018,6,-7.98,2.19,-8.2,6.26,67925,166.344,-73.587,-251,-424,68978,359
2013,8,4.26,-8.28,-5.14,9.22,58877,29.22,-63.721,-227,-500,59367,27
2021,2,2.67,-4.9,4.45,9.59,61424,-93.43,35.205,-294,288,64655,447
2022,6,5.74,-9.3,-1.33,8.56,54940,39.835,-10.662,-67,211,62307,421
2019,8,-7.42,-5.7,-9.96,5.5,51376,99.135,75.986,-365,482,51466,26
2015,11,-9.67,-8.76,-4.09,4.71,63995,39.062,-8.181,-384,236,67833,73
2022,9,-3.86,-4.7,2.21,6.81,57773,-144.801,58.309,-285,-228,65334,268
2016,3,-5.03,-7.5,-0.01,5.06,64029,-167.135,5.876,448,-134,51411,349
2017,4,-0.04,-8.12,9.77,3.34,56123,-166.642,-85.153,13,136,60184,489
2014,6,-2.09,9.93,-2.41,0.95,60069,-114.41,29.722,343,0,56977,493
2023,12,8.37,0.81,7.3,4.97,56884,56.121,72.604,328,415,56744,170
2020,6,-6.67,-1.0,0.57,7.14,66145,13.107,-71.035,-61,98,52011,8
2013,1,6.53,0.04,1.98,4.52,69502,150.908,13.682,-373,39,50562,63
2013,10,1.25,-0.73,-6.99,3.2,63554,175.535,-59.596,-117,143,54681,338
2015,1,-0.26,-8.19,6.96,4.58,51561,75.981,70.922,228,-256,61215,145
2014,8,-0.64,0.46,5.61,5.07,62685,-158.958,4.842,415,493,65196,91
2020,6,2.19,-8.3,-2.92,3.7,54002,-112.152,-19.662,-1,-322,52320,489
2021,11,8.9,1.24,-8.14,8.57,64134,18.096,-16.292,240,-439,50434,468
2017,6,-2.13,8.29,1.76,0.31,65530,21.465,-79.081,245,422,63595,292
2019,10,-6.25,8.67,-1.11,1.08,61049,165.825,-86.918,-104,-344,69235,241
2012,12,2.97,-3.36,3.43,6.76,59909,5.058,33.012,-405,-20,51123,64
2018,5,-0.19,0.69,5.34,3.85,53831,-70.577,46.004,-24,-64,53652,178
2021,12,9.8,-0.82,7.77,4.25,50385,31.147,-70.531,-166,486,53789,3
2022,10,-7.7,-4.03,-9.38,3.46,67677,24.407,-57.519,151,1,57720,306
2019,5,-1.0,1.51,-4.24,8.44,63428,-96.921,-12.952,438,25,59712,32
2021,10,2.05,-9.32,6.99,1.3,61261,34.538,-3.534,-275,202,61195,193
2015,12,-3.5,-8.11,-3.42,3.73,54823,-151.448,-83.137,30,191,69157,383
2020,11,-2.83,6.72,4.56,4.47,59869,119.215,-87.638,-332,-338,50426,405
2016,4,-8.1,1.05,-7.85,7.71,54734,119.505,-41.926,344,391,62946,403
2017,9,-3.3,-7.41,0.08,0.21,50944,-139.079,50.967,284,-294,66155,343
2015,7,-9.91,-3.41,7.94,7.73,54079,82.093,57.823,340,181,55349,69
2020,6,-8.3,-5.43,6.47,6.91,50835,-69.953,60.354,275,259,54417,183
2016,6,-7.0,-4.54,0.42,0.32,53622,-56.934,0.315,-5,272,69537,90
2015,7,-1.17,7.39,4.51,6.17,69640,40.546,-43.035,-39,260,68992,185
2013,3,6.52,0.85,3.34,0.2,56737,42.262,47.624,451,463,64781,101
2017,7,-3.8,9.51,-9.07,3.24,56311,-90.996,12.907,-134,347,67748,454
2019,9,-6.73,-6.96,4.45,5.24,58665,-148.083,12.508,-322,278,50063,3
2014,8,-3.42,2.6,-6.83,4.97,68591,-36.571,-31.09,278,21,54129,298
2022,11,-0.7,-1.09,6.67,7.18,62774,-129.609,-2.985,-423,-91,54400,282
2018,11,7.24,-8.93,-4.13,5.29,59054,162.271,-42.397,-482,433,69375,169
2018,4,-0.5,-7.86,-2.69,2.83,64825,122.879,-41.915,289,-370,69254,428
2014,10,-2.5,-2.77,5.48,0.52,67189,-123.905,-62.876,90,123,54139,68
2014,6,3.88,-8.47,5.99,4.11,55863,86.567,-50.336,187,152,56359,466
2012,3,-9.86,5.73,-6.95,0.71,60590,-42.459,86.53,199,-476,54017,121
2012,11,3.26,3.8,-4.24,1.09,68766,49.406,-67.778,-486,359,53674,315
2020,8,-8.5,6.2,9.3,1.29,59173,-37.261,25.211,112,167,50085,484
2013,4,-9.05,-2.96,-1.58,4.19,66084,-142.534,-9.502,-374,-425,68501,39
2019,8,6.43,1.8,-1.23,2.68,66640,134.371,62.484,295,-359,62019,60
2023,1,7.28,3.44,-2.02,7.32,67726,105.878,-78.217,-477,-266,52663,129
2017,1,-7.27,1.07,7.76,0.25,57009,-136.589,-77.044,448,-254,57209,343
2022,4,-3.26,-2.06,5.71,4.54,57256,-112.039,-39.676,-247,-1,68785,4
2014,9,0.29,8.75,1.5,1.44,66248,124.451,-38.094,-392,-178,50907,450
2014,4,4.43,8.42,-1.54,4.84,58736,33.569,72.73,-249,165,55098,62
2014,8,8.89,4.44,6.92,7.18,58346,-119.577,59.718,-286,235,61520,61
2012,11,-6.14,0.76,9.35,8.21,69245,-21.862,-11.123,-161,360,54213,485
2016,1,3.43,4.04,-9.99,2.93,54072,-109.628,-69.668,216,289,52322,57
2017,1,-2.29,-9.85,6.36,3.45,62651,-27.582,-23.359,307,40,56047,90
2012,11,4.17,4.08,4.66,5.11,57103,57.75,-21.225,441,-496,55255,382
2021,3,5.21,-7.64,4.08,2.34,52155,-93.237,-85.454,-131,-191,60605,386
2020,4,3.32,-3.94,5.65,1.06,68777,170.464,76.852,262,-124,52268,284
2022,7,-4.15,-4.16,-8.34,5.77,56248,99.142,-62.318,11,76,69495,5
2016,6,4.55,-8.85,-8.27,5.99,61755,-105.36,-2.196,299,-101,69190,122
2014,6,-7.54,-2.31,-1.0,8.64,60923,-150.264,-74.288,-291,-356,66396,457
2023,8,-3.4,9.88,-7.11,4.37,50010,-2.28,-80.366,57,-100,66400,374
2012,5,-9.41,8.77,0.71,7.86,63695,-114.336,-27.727,-394,-259,62974,292
2014,9,-2.43,-5.1,4.56,1.63,50579,163.356,-27.408,-78,-273,68991,181
2013,4,-3.52,-4.15,4.19,9.04,65755,-40.535,87.595,289,197,68351,342
2016,1,-0.3,-0.84,3.12,0.12,59446,53.001,46.681,89,274,61925,197
2017,6,0.45,-4.1,0.81,2.43,60772,11.824,-70.227,-159,-280,53698,379
2019,1,5.45,-6.45,1.58,7.07,53486,142.712,-76.804,-383,-205,61134,485
2023,12,-8.83,-2.9,-4.41,9.18,68612,104.954,-42.132,437,-102,59753,171
2017,2,4.99,0.0,-9.31,8.32,51249,48.388,35.188,-432,494,59046,71
2022,11,-4.8,2.72,8.82,4.41,55183,106.969,-50.714,-107,-272,66070,281
2021,6,-6.72,5.59,-2.18,0.95,54507,-0.757,-73.781,364,358,63552,423
2014,2,-6.1,-7.74,0.01,1.39,64858,126.673,-6.673,372,295,66743,92
2021,11,-1.79,-5.54,-2.84,1.49,67337,-53.289,-15.68,-212,-213,58965,487
2014,12,2.19,-2.42,2.87,1.12,65001,133.179,52.28,255,-106,67581,44
2016,10,6.33,5.4,-3.51,9.31,51720,-98.556,45.794,154,-475,57952,100
2021,3,-9.64,3.65,-6.49,2.82,56594,145.108,-76.607,-107,-414,61828,460
2022,8,-1.06,7.47,9.15,3.81,64453,-17.75,83.996,-61,365,51578,207
2013,12,-9.32,-8.57,-7.5,5.9,59745,-9.959,17.268,-269,-233,56722,275
2019,12,-4.97,8.5,-0.33,9.14,57164,22.498,64.85,138,130,51775,370
2019,3,2.89,2.39,-2.47,7.12,63240,-38.316,14.141,-298,212,58908,433
2012,10,-1.06,-7.13,3.89,9.62,50046,68.473,-18.383,228,-175,52139,5
2018,11,9.16,-8.09,-8.25,7.8,54827,148.912,-81.077,464,96,67690,183
2018,12,4.88,4.4,-3.76,8.42,64303,90.003,13.4,-158,293,58856,322
2013,7,1.72,-2.11,4.68,0.16,56024,116.691,-63.307,166,-26,62723,217
2023,11,-3.17,-2.77,-8.57,5.43,65772,-17.897,49.547,487,-343,62999,387
2015,12,0.58,-6.55,-7.1,9.53,50843,130.741,79.694,386,41,50053,257
2012,2,-7.59,2.14,-5.04,9.83,57735,-87.584,-18.832,148,57,56083,349
2015,12,-4.17,3.01,-0.52,8.11,63587,68.927,-67.014,419,-156,60469,203
2014,12,0.23,3.24,-0.88,3.86,64730,-144.432,16.671,248,393,56042,484
2012,1,1.06,-8.07,7.42,3.73,51165,-166.536,57.767,291,130,67730,153
2014,3,-5.03,0.71,-5.05,2.17,52941,-104.09,13.083,-40,-347,68487,492
2018,10,7.73,-9.97,6.38,8.41,64384,-169.513,48.279,-128,-455,64767,467
2023,8,-9.46,4.92,8.27,8.06,56324,-96.155,27.082,496,-476,50580,4
2019,4,-9.5,-0.24,3.89,0.87,62994,-67.222,25.437,58,-15,63291,403
2021,11,9.13,6.26,2.01,0.43,64450,12.025,35.452,-87,390,54430,460
2015,7,-5.15,3.76,-4.87,3.37,66759,-76.748,84.254,-213,-103,57874,457
2019,1,-3.0,-5.62,-7.25,5.27,51058,42.831,-11.939,-113,-118,50759,368
2021,11,0.74,-7.73,-1.42,5.92,58393,112.02,-40.561,252,-141,60492,77
2021,8,-0.54,-5.06,-3.81,3.28,56655,-84.777,47.144,184,-152,68844,16
2016,6,1.0,3.61,-3.7,0.97,58371,-71.229,-50.644,360,26,67393,281
2019,7,9.1,-2.54,-1.85,0.33,50484,-75.153,87.881,241,-226,68703,403
2014,3,-4.93,-3.07,-4.97,3.24,50518,-115.531,82.959,54,74,53651,152
2015,6,4.19,-7.09,-8.68,5.08,63396,-115.739,-9.13,-227,407,55490,471
2017,11,-7.64,6.4,-8.32,0.06,62813,82.454,-38.9,-263,75,67433,237
2022,4,9.37,-9.92,-5.18,6.89,52981,64.829,-65.138,282,465,55694,359
2015,4,-8.65,-4.78,8.32,5.6,53739,-171.724,-37.589,-21,-162,61583,234
2020,3,-6.7,2.52,-1.28,1.42,59330,-130.756,16.725,-185,475,68234,328
2019,2,7.45,-5.94,5.48,5.15,64321,-123.65,-68.193,412,-271,58418,232
2013,7,6.8,-9.92,6.54,2.07,56488,-86.339,80.031,6,71,67581,369
2022,2,7.29,7.55,-0.33,7.81,59813,90.831,29.059,114,-393,68697,54
2023,1,0.66,6.33,3.47,9.53,61922,-174.754,41.396,-30,-116,62041,440
2013,6,-6.43,-6.02,1.83,5.88,67229,-0.427,-56.484,39,-214,65840,383
2020,1,8.57,6.35,4.07,8.4,57073,88.0,-84.775,324,-183,50556,357
2022,2,4.08,8.92,5.77,4.13,61502,74.613,-7.597,200,-446,53664,97
2020,8,3.19,-7.36,-4.68,7.85,63694,-67.195,-87.112,54,-370,63035,456
2022,6,-8.22,2.21,9.95,9.54,54545,-164.553,6.306,-298,-378,53643,485
2016,4,-5.28,7.64,-3.78,5.56,65218,-43.182,28.548,305,463,50683,178
2023,3,3.07,-9.36,-5.61,0.26,57002,24.943,-17.635,-352,-64,55219,282
2022,1,1.21,-3.64,1.13,5.19,55618,-124.299,50.094,-223,497,69026,495
2017,1,1.31,8.98,-9.53,0.08,59356,-37.614,-19.289,-250,351,57471,234
2019,8,9.21,1.32,1.87,7.15,66495,-160.673,5.735,-118,308,57534,20
2012,6,8.42,-9.4,-2.53,9.18,57970,-104.966,67.943,-369,-447,50472,119
2014,1,4.04,1.06,7.35,8.81,61752,-21.52,39.823,-461,-491,53160,190
2014,3,-1.17,-6.3,-3.04,1.93,53071,-165.099,50.952,38,-179,64555,208
2015,12,-9.04,-6.86,-9.88,7.44,58133,-122.55,-44.946,330,401,51003,500
2012,4,-9.27,1.51,-4.71,6.34,61780,52.476,78.587,-495,-173,63453,151
2020,2,4.24,-7.26,-4.99,8.67,63562,-8.957,31.717,364,376,64901,292
2013,7,-1.11,2.78,-4.67,9.37,53110,123.411,71.456,-488,-183,51699,354
2021,8,-4.71,-9.21,1.11,7.36,68785,-169.465,-32.325,-56,393,65931,235
2013,2,-2.81,4.04,9.95,8.27,64213,69.303,35.321,410,145,62893,429
2019,7,-2.29,9.76,0.26,3.64,55445,-171.679,7.996,-60,-31,56723,207
2015,1,4.17,-5.75,2.18,3.29,56908,50.108,60.088,309,374,64742,58
2019,2,-6.72,2.28,3.51,8.24,55159,20.139,-77.621,39,-267,57179,168
2018,5,-2.86,-8.55,-8.34,2.21,54925,-39.619,-64.61,89,-173,54678,168
2020,2,7.03,-6.71,-2.77,1.16,55668,-171.441,-36.838,293,-343,57949,463
2014,2,-0.61,-9.2,-9.63,9.11,50967,-20.503,66.888,-139,-147,65707,310
2019,9,-0.36,2.55,-4.59,3.74,64590,113.098,-9.464,165,-142,60257,95
2018,2,8.5,9.56,-0.53,1.27,69648,161.129,-5.534,-273,92,51125,303
2016,5,-5.75,-1.63,8.49,9.64,68289,176.96,34.934,-387,407,63626,284
2020,12,5.32,-4.1,-6.96,6.7,66245,-116.98,-0.376,186,-11,67972,89
2016,11,-7.45,-0.88,6.85,8.43,51354,-134.861,-74.33,-283,292,54504,373
2023,10,7.77,-6.45,-0.69,3.5,61120,52.483,13.422,-284,213,54471,81
2020,4,-5.97,8.69,-2.88,6.3,52897,-104.388,-14.755,-208,-359,63766,133
2018,5,-7.33,-2.84,7.2,7.51,51589,137.005,-17.404,43,-427,68038,5
2023,11,-9.04,-2.89,8.34,1.07,55319,-11.779,67.814,146,185,65106,23
2018,4,-1.28,-2.5,3.16,8.47,66546,-144.843,56.211,-195,217,68831,444
2016,4,7.74,8.26,0.24,6.77,62917,135.425,-49.731,-485,-153,69396,176
2021,5,3.26,-0.13,-8.61,3.91,55278,124.85,-9.732,390,6,63973,72
2020,7,-6.74,0.59,4.74,1.13,66365,-121.914,11.155,11,68,64310,464
2020,3,8.83,-4.68,-3.35,6.3,62627,116.427,-24.915,-331,-33,69120,482
2016,12,2.4,1.53,6.31,1.2,60812,168.235,53.361,31,-456,56468,89
2013,3,3.46,-6.82,2.62,0.12,58685,153.0,27.883,81,-294,60474,58
2014,2,2.99,-0.34,-1.47,4.71,55680,172.24,89.089,-92,-215,58956,94
2013,10,0.95,-4.2,-2.66,4.07,68722,-68.807,-28.782,446,38,67862,46
2012,12,-0.42,2.18,-8.83,8.96,65216,-113.61,-2.427,438,491,51585,160
2019,2,1.49,-8.4,-9.94,1.77,51935,37.347,-87.842,443,-416,60957,32
2012,4,-5.72,-8.13,6.19,3.06,65090,-106.508,-81.873,-231,203,55519,115
2018,12,-1.0,7.83,-8.5,4.61,56469,141.993,-23.058,156,469,55587,137
2020,3,0.21,5.0,1.36,1.1,53548,0.644,-66.744,-334,142,61654,404
2014,12,2.48,6.89,1.48,5.27,65362,1.683,-56.119,154,-101,52045,25
2023,7,-7.31,-2.8,7.39,5.77,55885,-91.545,-80.213,236,-446,64544,103
2016,3,3.0,-4.02,3.05,0.9,67593,53.884,83.704,367,276,58180,217
2012,3,-0.93,5.91,-8.66,5.17,67446,16.071,7.489,459,358,61523,122
2013,7,6.94,-4.12,1.74,2.51,69764,91.826,2.173,23,-56,55342,372
2015,6,-8.16,6.97,-4.85,6.04,50327,-137.066,-83.247,395,-435,54718,346
2022,4,7.69,2.9,-5.99,8.81,65722,-87.674,39.242,-325,326,53198,379
2013,8,1.28,0.69,5.29,3.54,53495,-130.082,69.797,-87,-42,53953,317
2020,9,5.08,9.96,-8.76,9.82,57383,-102.923,-64.82,-415,367,65281,354
2020,3,4.01,2.21,-4.46,1.91,53597,110.821,-41.392,-139,335,69431,90
2012,12,-1.73,-6.05,10.0,6.77,66363,83.196,70.01,500,-67,51242,52
2023,11,-3.23,4.15,3.42,7.62,60134,61.971,68.267,153,87,56733,25
2015,11,-6.35,-7.16,-0.16,5.51,56373,-24.881,75.407,-92,445,53709,338
2014,4,7.02,-8.61,-9.16,1.98,67048,48.938,89.487,-55,178,65832,354
2017,4,-2.24,-2.48,8.15,5.62,55074,10.16,59.814,-134,-20,62543,282
2013,3,1.73,5.4,-5.2,6.19,68364,-135.086,-30.882,407,-442,59347,310
2021,3,7.97,4.74,9.33,4.39,69040,-10.721,-21.969,-242,-323,59312,477
2014,6,4.5,2.04,3.7,0.83,62739,176.651,-19.865,435,114,59843,143
2020,6,1.55,-7.88,-1.99,7.87,50346,114.441,34.321,76,-396,69904,346
2015,2,6.58,-6.13,-0.21,0.64,57914,30.283,47.475,152,-313,59124,215
2015,4,-0.97,-0.0,-4.19,3.18,62913,124.155,38.894,33,454,54126,202
2019,5,2.28,-3.45,4.64,9.81,58085,81.857,71.525,66,498,51363,18
2020,2,-3.52,8.73,0.39,6.79,57739,-104.781,-37.126,-398,426,59429,397
2021,2,1.75,1.71,-6.13,9.11,63800,-127.889,-36.003,-303,200,68959,463
2022,5,-8.28,-8.21,-4.29,6.45,62065,-121.518,80.586,-173,455,65449,84
2020,10,-1.06,6.96,-8.38,7.97,59027,128.365,-43.592,-74,304,65362,477
2020,5,2.17,-4.82,-3.19,8.15,56405,-151.223,-9.504,-62,-40,53634,216
2016,11,-7.18,-9.49,-3.56,0.1,58713,-27.11,74.829,-216,42,69756,444
2022,3,3.01,-5.29,3.74,5.25,65409,-124.866,-53.11,186,-169,61069,338
2014,7,0.55,6.14,9.5,7.29,53386,-47.029,-80.266,295,-301,63738,293
2022,5,0.23,-2.85,-3.49,4.47,62879,-162.931,-29.817,304,90,60743,340
2018,1,6.45,1.26,-5.61,1.07,60869,175.117,-31.928,-2,68,55880,279
2018,2,9.9,-7.46,-1.64,8.26,59061,-40.31,-70.32,15,37,58775,72
2016,6,-4.2,-0.55,-5.43,1.88,66731,177.37,-73.676,-362,-406,65282,289
2020,3,0.74,-0.75,-5.33,5.03,56934,-68.195,-13.091,210,123,55274,151
2014,5,9.39,-9.37,5.35,0.44,66409,-48.942,17.504,457,489,55649,468
2015,1,1.29,-6.69,-6.0,0.0,63378,-171.138,-23.373,-426,76,57070,487
2020,1,9.73,-6.36,-4.12,6.53,53385,-23.079,-5.014,242,160,56311,216
2012,8,-6.48,-8.75,-1.4,3.49,53099,-9.641,-6.3,458,-275,54699,424
2018,9,-5.89,-5.47,6.27,2.21,57783,-98.326,-57.46,358,-370,64555,433
2015,11,6.98,2.29,-4.83,2.01,57357,89.754,10.756,-458,-143,56604,173
2013,5,4.9,0.47,-6.08,5.59,69522,68.983,51.799,-319,483,52752,208
2023,7,-3.21,3.17,2.83,3.66,51736,-51.925,78.022,363,13,55690,172
2013,6,2.08,-4.04,-4.92,2.08,54280,29.873,-78.442,-363,427,61345,146
2020,2,-0.68,-0.1,-0.04,8.21,50574,-160.342,11.114,-112,-490,57156,36
2021,5,-4.84,-2.64,4.52,2.65,60210,-41.458,70.18,422,492,58984,443
2020,1,3.63,6.15,5.15,5.5,66158,-70.561,-1.039,42,-357,62312,500
2014,6,4.04,1.25,7.34,9.1,58206,-127.001,-65.949,-216,-98,51915,219
2022,3,-1.88,-9.66,-4.87,3.99,60666,76.364,73.748,-157,237,69844,373
2014,5,0.2,0.85,-6.71,7.27,58876,132.493,-28.46,270,227,65380,3
2021,12,5.05,-0.35,7.98,6.92,52913,-42.697,-5.434,-441,-216,55103,219
2016,3,-0.64,-3.76,-8.0,2.31,54799,-137.025,-25.288,-352,-401,66662,103
2023,9,-4.76,-0.32,8.26,9.48,56036,-35.669,-59.029,352,-147,64218,0
2022,12,-0.91,-1.2,5.35,1.76,52096,54.686,38.529,-17,419,59726,313
2020,10,7.96,-0.82,-7.04,9.73,69538,-93.356,-84.951,467,481,68372,417
2017,7,3.09,-7.4,-4.43,6.47,65361,-27.897,25.395,386,73,57604,386
2022,3,-0.99,-3.21,6.72,1.97,66101,-37.613,66.29,371,77,69734,247
2012,10,1.4,-9.76,1.92,4.04,60954,-81.82,-11.43,-400,-149,55576,384
2020,8,5.6,3.69,-5.85,7.11,52327,130.968,-37.915,110,-83,62467,15
2022,1,-7.45,9.31,-7.47,8.31,53505,151.227,-87.835,-15,169,62150,383
2021,6,6.96,7.73,6.86,3.2,59725,120.584,-13.69,37,-168,65668,474
2012,2,4.57,-8.5,2.96,6.17,65456,107.31,-52.363,118,158,58973,245
2019,7,-3.94,0.23,7.5,4.55,58607,-88.779,80.796,-39,122,62297,484
2017,9,7.29,-0.25,-9.45,9.45,54991,-142.358,3.681,-438,430,53159,443
2019,6,1.44,3.79,-9.5,1.55,54367,-42.628,20.36,286,133,68713,131
2020,6,8.65,7.66,-8.2,5.38,68096,-26.308,-0.158,-258,199,64736,95
2016,8,6.22,6.92,-5.29,3.56,61859,-134.111,-23.5,-221,40,50100,217
2018,4,-6.42,-8.15,-5.6,3.01,59130,-178.048,73.68,32,-155,50994,406
2023,10,-9.54,2.91,-7.88,2.1,55039,-58.438,0.153,-441,161,52258,139
2013,12,0.61,-8.12,-6.91,8.12,52593,-106.36,64.162,-149,-42,51372,110
2013,11,-7.01,-2.5,9.47,4.11,57534,-11.82,14.371,228,316,69246,159
2022,4,-2.33,-6.92,-1.39,7.58,65553,-136.001,-53.393,155,-457,65712,373
2019,7,-1.64,3.83,1.27,3.59,67177,170.922,-37.046,-53,-233,60653,335
2012,6,-8.05,1.15,1.09,1.86,66478,-81.682,-89.334,60,415,67783,4
2012,11,2.44,-4.83,-9.61,2.75,59212,-49.395,-20.107,-162,-361,63959,14
2014,10,-0.74,8.6,4.62,3.0,63530,150.109,-41.195,254,202,50015,79
2021,4,3.19,8.21,3.82,4.35,59582,-142.377,61.984,-265,-131,69347,83
2022,3,-5.31,0.45,-5.17,1.14,57386,-65.56,69.428,-203,-4,68169,13
2017,7,3.56,9.67,8.31,2.37,54318,-125.52,-30.304,169,107,66462,282
2018,2,-3.99,-3.07,-5.77,8.58,56497,92.153,20.319,-238,-49,53199,260
2015,12,-5.66,4.04,-9.69,7.89,62219,113.507,64.333,-57,-55,66439,285
2014,10,-7.03,-9.27,8.48,3.09,56397,-88.478,-51.473,185,355,63448,13
2022,5,-6.13,-8.87,-0.06,2.16,62275,7.882,65.201,124,-104,63689,56
2023,9,-8.08,-7.58,5.95,1.03,52553,153.213,24.334,83,-344,54095,497
2021,3,4.66,0.26,-6.33,9.43,61118,-82.28,-56.8,-32,314,69998,238
2016,10,-2.79,3.98,4.91,9.99,58316,38.252,-82.633,-464,-338,68940,60
2015,6,1.33,-3.72,6.03,5.83,66215,151.271,-83.51,-12,231,68916,442
2017,11,7.27,7.17,-1.85,9.23,58734,137.254,-57.131,-168,483,50565,129
2021,12,8.53,-0.55,-2.19,3.94,60947,-47.296,65.779,-48,279,61167,372
2023,4,1.19,7.18,2.97,4.11,64149,24.939,69.032,-378,-433,69113,180
2023,1,9.4,8.51,-8.83,6.22,64534,-153.71,-46.861,269,309,60501,250
2012,7,3.46,1.2,-8.66,1.6,51462,-101.48,-44.582,-422,300,58612,13
2016,7,7.43,1.35,1.34,5.85,66088,-30.412,-19.494,23,71,62423,21
2012,2,-2.06,3.16,-1.68,8.82,55481,-24.901,30.616,137,-190,60258,229
2019,4,-0.12,8.21,-5.08,0.9,65778,-167.815,67.853,398,-193,60623,112
2021,8,4.62,8.64,4.35,3.11,60868,-158.465,-10.402,315,-129,51193,450
2015,9,-7.79,1.9,-7.12,8.94,51771,81.034,70.25,108,-77,59121,8
2023,8,2.55,9.86,0.39,4.48,52788,106.555,-27.985,-325,-476,67950,229
2017,4,-5.51,7.99,5.95,9.61,51520,56.057,32.455,324,269,62470,81
2017,7,6.21,2.38,-0.53,6.96,50292,-69.711,54.471,-483,458,61117,325
2017,4,-4.89,-9.71,5.58,1.99,65536,129.184,58.096,113,-390,61924,379
2023,2,3.87,-8.87,-5.01,0.25,63934,5.788,-17.409,285,-128,62317,460
2013,8,7.96,-8.1,4.63,0.27,61533,25.545,-53.92,144,122,54964,263
2018,11,5.89,7.99,9.49,0.67,65570,61.676,-55.084,-389,-29,53718,201
2022,11,2.35,7.76,9.74,1.93,57170,167.917,-69.449,300,-291,52296,439
2020,8,-2.53,3.09,6.99,4.24,58527,143.737,-4.662,-53,-441,62312,171
2014,12,3.43,0.37,7.92,2.2,57755,-165.307,32.147,-205,-388,61886,201
2022,4,7.7,-0.62,0.65,0.13,68085,-113.934,-69.158,-358,-25,54997,181
2019,9,4.74,-6.91,7.38,2.74,58499,108.968,38.482,69,426,51087,189
2017,1,-8.85,2.15,8.78,7.2,55448,66.954,-40.537,-16,229,50786,298
2016,6,-8.22,8.11,-0.97,3.24,61372,-179.291,-28.557,-192,-403,52474,9
2021,1,-8.29,7.26,2.82,1.58,62971,-179.764,-71.579,-309,-443,66513,375
2013,4,-6.45,-5.8,7.2,9.81,64529,-80.116,-9.581,-433,-196,59656,104
2022,1,-9.8,-1.06,-9.96,0.89,64696,-92.627,-13.798,267,444,55625,406
2018,2,-2.96,3.74,7.33,9.32,51381,-110.355,38.895,-195,143,65718,4
2019,4,2.88,8.25,-6.58,0.57,65103,16.989,67.475,-220,-318,52178,500
2018,10,-6.57,-5.7,3.52,3.26,50904,-52.251,72.248,16,-39,67252,333
2019,7,3.05,-2.91,-1.6,3.42,61075,130.905,32.712,-470,113,53581,277
2021,5,9.48,5.14,3.11,6.12,53646,10.213,-87.079,79,-229,54682,336
2021,4,8.18,0.13,2.01,1.22,65651,148.045,86.111,-140,-343,53944,118
2012,8,-6.9,-6.98,1.03,7.42,61379,164.125,-27.581,-423,-68,59963,26
2020,9,-6.54,6.37,-0.45,8.15,52112,-86.365,38.3,-78,-315,63144,19
2013,11,-0.92,6.94,9.05,0.51,54749,-150.277,4.566,-114,-25,53665,80
2023,5,-7.72,1.07,-1.92,3.56,60764,-17.534,40.536,-22,-72,57294,133
2012,5,-7.42,0.26,7.32,5.16,56470,-166.965,-43.573,-211,-353,60065,43
2017,10,-2.71,-4.95,8.86,9.97,56509,-133.476,38.986,-431,-89,64486,322
2023,6,-9.32,-4.95,-6.79,4.51,51256,60.701,58.055,-465,-477,66578,342
2013,3,1.98,-4.73,-8.55,3.73,62975,-149.013,-11.174,-362,11,50864,498
2017,6,8.88,-9.43,-0.52,1.39,66060,80.459,7.606,-339,-41,60097,300
2013,1,-3.48,9.82,1.01,0.28,55365,93.86,-59.509,114,-432,64312,318
2022,9,2.76,5.56,-2.99,1.46,69860,89.603,40.098,197,-317,56649,215
2015,10,7.83,0.19,-1.08,4.48,60903,21.465,4.608,47,-35,58957,291
2020,9,0.86,3.59,-7.86,3.74,58112,-73.34,-1.75,-260,-52,59718,18
2022,10,-0.59,0.01,5.35,5.92,50640,-160.155,70.428,-158,-337,55090,208
2016,1,-4.47,-3.75,-6.63,2.58,62912,104.011,52.819,-26,439,53027,255
2016,1,-9.15,7.29,1.57,3.35,69690,-87.852,-34.333,-335,125,52353,145
2018,6,2.21,9.7,0.95,0.66,62970,-47.787,-77.435,425,427,68796,189
2020,3,-4.56,-4.44,-4.4,4.81,54276,90.85,-4.641,-253,325,67210,342
